char 1, char2, index, text
Tyrion-Lannister (Tyrion), Cersei-Lannister (Cersei), 52788, "black. Smoke still rose from the ashes.  Jaime left brothels and whores to his brother Tyrion; Cersei"
Marq-Piper (Marq-Piper), Cleos-Frey (Ser-Cleos), 53248, "father burned his castle; I fear he loves us not."  "It might be Marq-Piper work;" said Ser-Cleos"
Cleos-Frey (Ser-Cleos), Beric-Dondarrion (Beric-Dondarrion), 53291, "loves us not."  "It might be Marq-Piper work;" said Ser-Cleos. "Or that wisp o the wood Beric-Dondarrion"
Marq-Piper (Marq-Piper), Beric-Dondarrion (Beric-Dondarrion), 53291, "loves us not."  "It might be Marq-Piper work;" said Ser-Cleos. "Or that wisp o the wood Beric-Dondarrion"
Beric-Dondarrion (Beric-Dondarrion), Roose-Bolton (Roose-Bolton), 53363, "that wisp o the wood Beric-Dondarrion; though Id heard he kills only soldiers. Perhaps a band of Roose-Bolton"
Cleos-Frey (Ser-Cleos), Tywin-Lannister (Lord-Tywin), 53501, "my father on the Green Fork."  "But not broken;" said Ser-Cleos. "He came south again when Lord-Tywin"
Tywin-Lannister (Lord-Tywin), Amory-Lorch (Ser-Amory-Lorch), 53599, "again when Lord-Tywin marched against the fords. The word at Riverrun was that hed taken Harrenhal from Ser-Amory-Lorch"
Amory-Lorch (Ser-Amory-Lorch), Jaime-Lannister (Jaime), 53608, "Lord-Tywin marched against the fords. The word at Riverrun was that hed taken Harrenhal from Ser-Amory-Lorch."  Jaime"
Amory-Lorch (Ser-Amory-Lorch), Brienne (Brienne), 53653, "was that hed taken Harrenhal from Ser-Amory-Lorch."  Jaime liked the sound of that not at all. "Brienne"
Jaime-Lannister (Jaime), Brienne (Brienne), 53653, "was that hed taken Harrenhal from Ser-Amory-Lorch."  Jaime liked the sound of that not at all. "Brienne"
Brienne (Brienne), Cleos-Frey (Ser-Cleos), 55097, "up into the skiff by his cousin. Brienne shoved off with an oar and raised sail hurriedly. "Ser-Cleos"
Jaime-Lannister (Jaime), Tyrion-Lannister (Tyrion), 55996, "the dead whores; I suppose." The prospect of returning to his cell did not appeal to Jaime. Tyrion"
Brienne (Brienne), Jaime-Lannister (Jaime), 56506, "sweat from his brow.  "Row!" Brienne said.  "That is a river galley coming after us;" Jaime"
Jaime-Lannister (Jaime), Brienne (Lady-Brienne), 56937, "us. Id want eight; but these bracelets hinder me somewhat." Jaime held up his wrists. "Unless the Lady-Brienne"
Jaime-Lannister (Jaime-Lannister), Brienne (Brienne), 57626, "with swords in our hands." He was perfectly sincere. Jaime-Lannister had never been afraid of death.  Brienne"
Hoster-Tully (Hoster-Tully), Jaime-Lannister (Jaime), 58826, "with Hoster-Tully; and had grown old with his lord.  When the boats were fifty yards apart; Jaime"
Robin-Ryger (Ser-Robin), Jaime-Lannister (Kingslayer), 58968, "shouted back over the water. "Come to wish me godspeed; Ser-Robin?"  "Come to take you back; Kingslayer"
Jaime-Lannister (Kingslayer), Robin-Ryger (Robin-Ryger), 58986, "back over the water. "Come to wish me godspeed; Ser-Robin?"  "Come to take you back; Kingslayer;" Ser-Robin-Ryger"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 59333, "oars and your weapons into the river; and no one need be harmed."  Ser-Cleos twisted around. "Jaime"
Cleos-Frey (Ser-Cleos), Catelyn-Stark (Lady-Catelyn), 59373, "and no one need be harmed."  Ser-Cleos twisted around. "Jaime; tell him we were freed by Lady-Catelyn"
Jaime-Lannister (Jaime), Catelyn-Stark (Lady-Catelyn), 59373, "and no one need be harmed."  Ser-Cleos twisted around. "Jaime; tell him we were freed by Lady-Catelyn"
Catelyn-Stark (Lady-Catelyn), Jaime-Lannister (Jaime), 59417, "around. "Jaime; tell him we were freed by Lady-Catelyn � an exchange of captives; lawful �"  Jaime"
Jaime-Lannister (Jaime), Catelyn-Stark (Catelyn-Stark), 59467, "� an exchange of captives; lawful �"  Jaime told him; for all the good it did. "Catelyn-Stark"
Catelyn-Stark (Catelyn-Stark), Robin-Ryger (Ser-Robin), 59505, "�"  Jaime told him; for all the good it did. "Catelyn-Stark does not rule in Riverrun;" Ser-Robin"
Jaime-Lannister (Jaime), Robin-Ryger (Ser-Robin), 59505, "�"  Jaime told him; for all the good it did. "Catelyn-Stark does not rule in Riverrun;" Ser-Robin"
Jaime-Lannister (Jaime), Brienne (Brienne), 59953, "fourth missed Jaime by a foot.  Another of the Red Fork broad loops loomed before them. Brienne"
Brienne (Brienne), Jaime-Lannister (Jaime), 60290, "high bluffs of the north shore. Brienne moved the tiller and the skiff sheared left; sail rippling. Jaime"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Kingslayer), 60559, " Thirty yards behind; the galley was entering the bend. "Ser-Cleos; take the tiller;" the wench commanded. "Kingslayer"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 60775, "if well swung; and the shaft could be used to parry.  Ser-Cleos shoved the oar into Jaime"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 61824, "a shallow pool; scrambled over some rocks; and began to climb. Ser-Cleos goggled; mouth open. Fool; thought Jaime"
Jaime-Lannister (Jaime), Brienne (Brienne), 62244, "the two boats was giving the archers difficulty; but Jaime knew theyd soon enough learn to compensate. Brienne"
Jaime-Lannister (Jaime), Robin-Ryger (Ser-Robin), 62473, "bowmen bring her down. Jaime decided to see if the old man pride would make him stupid. "Ser-Robin"
Robin-Ryger (Ser-Robin), Jaime-Lannister (Kingslayer), 62604, "a moment."  Ser-Robin raised a hand; and his archers lowered their bows. "Say what you will; Kingslayer"
Jaime-Lannister (Jaime-Lannister), Robin-Ryger (Ser-Robin), 64293, "galley was foundering amongst pools; eddies; and snags; and Jaime-Lannister had decided that the gods were good. Ser-Robin"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 64527, "planned it better myself. Once Im free of these irons �  Ser-Cleos raised a shout. When Jaime"
Cleos-Frey (Ser-Cleos), Brienne (Brienne), 64546, "myself. Once Im free of these irons �  Ser-Cleos raised a shout. When Jaime looked up; Brienne"
Jaime-Lannister (Jaime), Brienne (Brienne), 64546, "myself. Once Im free of these irons �  Ser-Cleos raised a shout. When Jaime looked up; Brienne"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 64906, "hope that she would smash her head on a stone. Ser-Cleos turned the skiff toward her. Thankfully; Jaime"
Brienne (Brienne), Jaime-Lannister (Jaime), 65088, "her.  Instead he found himself stretching the oar out over the water. Brienne grabbed hold; and Jaime"
Desmond-Grell (Ser-Desmond-Grell), Catelyn-Stark (Catelyn), 65808, "xxx xxx  Ser-Desmond-Grell had served House Tully all his life. He had been a squire when Catelyn"
Hoster-Tully (Lord-Hoster), Catelyn-Stark (Cat), 65950, "and ride and swim; master-at-arms by the day that she was wed. He had seen Lord-Hoster little Cat"
Edmure-Tully (Edmure), Desmond-Grell (Ser-Desmond), 66100, "And now he has seen me become a traitor as well.  Her brother Edmure had named Ser-Desmond"
Utherydes-Wayn (Utherydes-Wayn), Desmond-Grell (Ser-Desmond), 66325, "he brought her father steward with him; dour Utherydes-Wayn. The two men stood and looked at her; Ser-Desmond"
Desmond-Grell (Ser-Desmond), Utherydes-Wayn (Utherydes), 66366, "steward with him; dour Utherydes-Wayn. The two men stood and looked at her; Ser-Desmond stout; red-faced; embarrassed; Utherydes"
Catelyn-Stark (Catelyn), Desmond-Grell (Ser-Desmond), 66567, "to my father service; and I have repaid them with disgrace; Catelyn thought wearily.  "Your sons;" Ser-Desmond"
Catelyn-Stark (Catelyn), Vyman (Maester-Vyman), 66596, "and I have repaid them with disgrace; Catelyn thought wearily.  "Your sons;" Ser-Desmond said at last. "Maester-Vyman"
Desmond-Grell (Ser-Desmond), Vyman (Maester-Vyman), 66596, "and I have repaid them with disgrace; Catelyn thought wearily.  "Your sons;" Ser-Desmond said at last. "Maester-Vyman"
Utherydes-Wayn (Utherydes-Wayn), Desmond-Grell (Ser-Desmond), 66789, "said Utherydes-Wayn. "All Riverrun mourns with you; but �"  "The news must have driven you mad;" Ser-Desmond"
Desmond-Grell (Ser-Desmond), Robb-Stark (king-Robb), 67306, "is how it must be."  "Fetters?" The very word seemed to shock poor Ser-Desmond. "For the king-Robb"
Desmond-Grell (Ser-Desmond), Utherydes-Wayn (Utherydes-Wayn), 67395, "shock poor Ser-Desmond. "For the king-Robb�s mother; my lord own daughter? Impossible."  "Mayhaps;" said the steward Utherydes-Wayn"
Robb-Stark (king-Robb), Utherydes-Wayn (Utherydes-Wayn), 67395, "shock poor Ser-Desmond. "For the king-Robb�s mother; my lord own daughter? Impossible."  "Mayhaps;" said the steward Utherydes-Wayn"
Utherydes-Wayn (Utherydes-Wayn), Edmure-Tully (Ser-Edmure), 67467, " "Mayhaps;" said the steward Utherydes-Wayn; "my lady would consent to be confined to her chambers until Ser-Edmure"
Edmure-Tully (Ser-Edmure), Desmond-Grell (Ser-Desmond), 67552, "her chambers until Ser-Edmure returns. A time alone; to pray for her murdered sons?"  "Confined; aye;" Ser-Desmond"
Hoster-Tully (Lord-Hoster), Edmure-Tully (Lord-Edmure), 67922, "castle is denied you. Visit the sept as you need; but elsewise remain in Lord-Hoster chambers until Lord-Edmure"
Edmure-Tully (Lord-Edmure), Catelyn-Stark (Catelyn), 68010, "until Lord-Edmure returns."  "As you wish." Her brother was no lord while their father lived; but Catelyn"
Desmond-Grell (Ser-Desmond), Utherydes-Wayn (Utherydes-Wayn), 68221, "attempt no escape."  Ser-Desmond nodded; plainly glad to be done with his distasteful task; but sad-eyed Utherydes-Wayn"
Desmond-Grell (Ser-Desmond), Robin-Ryger (Robin-Ryger), 68368, "his leave. "It was a grave thing you did; my lady; but for naught. Ser-Desmond has sent Ser-Robin-Ryger"
Desmond-Grell (Ser-Desmond), Jaime-Lannister (Kingslayer), 68409, "you did; my lady; but for naught. Ser-Desmond has sent Ser-Robin-Ryger after them; to bring back the Kingslayer"
Robin-Ryger (Robin-Ryger), Jaime-Lannister (Kingslayer), 68409, "you did; my lady; but for naught. Ser-Desmond has sent Ser-Robin-Ryger after them; to bring back the Kingslayer"
Jaime-Lannister (Kingslayer), Catelyn-Stark (Catelyn), 68448, "has sent Ser-Robin-Ryger after them; to bring back the Kingslayer � or failing that; his head."  Catelyn"
Robin-Ryger (Robin-Ryger), Catelyn-Stark (Catelyn), 68448, "has sent Ser-Robin-Ryger after them; to bring back the Kingslayer � or failing that; his head."  Catelyn"
Catelyn-Stark (Catelyn), Brienne (Brienne), 68527, "his head."  Catelyn had expected no less. May the Warrior give strength to your sword arm; Brienne"
Hoster-Tully (Lord-Hoster), Catelyn-Stark (Catelyn), 69006, "he could see the rivers that he had always loved so well.  Lord-Hoster was sleeping when Catelyn"
Catelyn-Stark (Catelyn), Hoster-Tully (Lord-Hoster), 69456, "for that; and went back inside to sit with her father.  Catelyn could not say if Lord-Hoster"
Bran (Bran), Rickon (Rickon), 69936, "clinging. It reminded her of the sons that she had lost; her sweet Bran and her little Rickon"
Bran (Bran), Theon-Greyjoy (Theon-Greyjoy), 69972, "sons that she had lost; her sweet Bran and her little Rickon; slain at the hand of Theon-Greyjoy"
Rickon (Rickon), Theon-Greyjoy (Theon-Greyjoy), 69972, "sons that she had lost; her sweet Bran and her little Rickon; slain at the hand of Theon-Greyjoy"
Bran (Bran), Eddard-Stark (Ned), 69990, "lost; her sweet Bran and her little Rickon; slain at the hand of Theon-Greyjoy; who had been Ned"
Rickon (Rickon), Eddard-Stark (Ned), 69990, "lost; her sweet Bran and her little Rickon; slain at the hand of Theon-Greyjoy; who had been Ned"
Theon-Greyjoy (Theon-Greyjoy), Eddard-Stark (Ned), 69990, "lost; her sweet Bran and her little Rickon; slain at the hand of Theon-Greyjoy; who had been Ned"
Hoster-Tully (Lord-Hoster), Tansy (Tansy), 70235, "lose a child;" she whispered softly; more to herself than to her father.  Lord-Hoster eyes opened. "Tansy"
Tansy (Tansy), Catelyn-Stark (Catelyn), 70305, "eyes opened. "Tansy;" he husked in a voice thick with pain.  He does not know me. Catelyn"
Catelyn-Stark (Catelyn), Lysa-Arryn (Lysa), 70378, "not know me. Catelyn had grown accustomed to him taking her for her mother or her sister Lysa"
Lysa-Arryn (Lysa), Tansy (Tansy), 70389, "me. Catelyn had grown accustomed to him taking her for her mother or her sister Lysa; but Tansy"
Lysa-Arryn (Lysa), Catelyn-Stark (Catelyn), 70428, "her for her mother or her sister Lysa; but Tansy was a name strange to her. "It Catelyn"
Tansy (Tansy), Catelyn-Stark (Catelyn), 70428, "her for her mother or her sister Lysa; but Tansy was a name strange to her. "It Catelyn"
Catelyn-Stark (Cat), Tansy (Tansy), 70504, ""It Catelyn;" she said. "It Cat; Father."  "Forgive me � the blood � oh; please � Tansy"
Catelyn-Stark (Catelyn), Eddard-Stark (Ned), 71075, "hers. "Youll have others � sweet babes; and trueborn."  Others? Catelyn thought. Has he forgotten that Ned"
Catelyn-Stark (Catelyn), Tansy (Tansy), 71113, "trueborn."  Others? Catelyn thought. Has he forgotten that Ned is gone? Is he still talking to Tansy"
Eddard-Stark (Ned), Tansy (Tansy), 71113, "trueborn."  Others? Catelyn thought. Has he forgotten that Ned is gone? Is he still talking to Tansy"
Eddard-Stark (Ned), Lysa-Arryn (Lysa), 71139, "forgotten that Ned is gone? Is he still talking to Tansy; or is it me now; or Lysa"
Tansy (Tansy), Lysa-Arryn (Lysa), 71139, "forgotten that Ned is gone? Is he still talking to Tansy; or is it me now; or Lysa"
Hoster-Tully (Lord-Hoster), Vyman (Maester-Vyman), 71431, "made Lord-Hoster hand tighten. His nails dug into her hand; and he gave a muffled scream.  Maester-Vyman"
Hoster-Tully (Lord-Hoster-Tully), Catelyn-Stark (Cat), 71629, "enough; Lord-Hoster-Tully had fallen back into a heavy sleep.  "He was asking after a woman;" said Cat"
Catelyn-Stark (Cat), Tansy (Tansy), 71637, "Lord-Hoster-Tully had fallen back into a heavy sleep.  "He was asking after a woman;" said Cat. "Tansy"
Utherydes-Wayn (Utherydes-Wayn), Tansy (Tansy), 71991, "make inquiries; if you like. Utherydes-Wayn would surely know if any such person ever served at Riverrun. Tansy"
Catelyn-Stark (Lady-Catelyn), Desmond-Grell (Ser-Desmond), 72498, "very well.  "Was it?" The maester looked apologetic. "My pardons; Lady-Catelyn; but I may not stay. Ser-Desmond"
Catelyn-Stark (Catelyn), Desmond-Grell (Ser-Desmond), 72646, "far as our duties require."  "Then you must do as he commands." Catelyn could not blame Ser-Desmond"
Vyman (Maester-Vyman), Hoster-Tully (Lord-Tully), 73665, "that had come and the horror it had brought.  Maester-Vyman returned at evenfall to minister to Lord-Tully"
Hoster-Tully (Lord-Tully), Catelyn-Stark (Catelyn), 73683, "and the horror it had brought.  Maester-Vyman returned at evenfall to minister to Lord-Tully and bring Catelyn"
Vyman (Maester-Vyman), Catelyn-Stark (Catelyn), 73683, "and the horror it had brought.  Maester-Vyman returned at evenfall to minister to Lord-Tully and bring Catelyn"
Catelyn-Stark (Catelyn), Utherydes-Wayn (Utherydes-Wayn), 73778, "and bring Catelyn a modest supper of bread; cheese; and boiled beef with horseradish. "I spoke to Utherydes-Wayn"
Utherydes-Wayn (Utherydes-Wayn), Tansy (Tansy), 73843, ""I spoke to Utherydes-Wayn; my lady. He is quite certain that no woman by the name of Tansy"
Jaime-Lannister (Kingslayer), Edmure-Tully (Edmure), 74068, ""No; my lady; weve had no word of the Kingslayer."  "Is it another battle; then? Is Edmure"
Edmure-Tully (Edmure), Robb-Stark (Robb), 74091, "had no word of the Kingslayer."  "Is it another battle; then? Is Edmure in difficulty? Or Robb"
Jaime-Lannister (Kingslayer), Robb-Stark (Robb), 74091, "had no word of the Kingslayer."  "Is it another battle; then? Is Edmure in difficulty? Or Robb"
Robb-Stark (Robb), Vyman (Vyman), 74165, "Or Robb? Please; be kind; put my fears at rest."  "My lady; I should not �" Vyman"
Vyman (Vyman), Tywin-Lannister (Lord-Tywin), 74243, "not �" Vyman glanced about; as if to make certain no one else was in the room. "Lord-Tywin"
Hoster-Tully (Lord-Hoster), Robb-Stark (Robb), 74445, "west;" he answered; busying himself with Lord-Hoster bedclothes and avoiding her eyes.  "Was it news of Robb"
Vyman (Vyman), Catelyn-Stark (Catelyn), 75197, "with you. I am sorry." Gathering up his potions; Vyman made a hurried exit; and once again Catelyn"
Catelyn-Stark (Catelyn), Hoster-Tully (Lord-Hoster), 75490, "his pillow. Catelyn took a square of linen and wiped it away gently. When she touched him; Lord-Hoster"
Hoster-Tully (Lord-Hoster), Tansy (Tansy), 75573, "she touched him; Lord-Hoster moaned. "Forgive me;" he said; so softly she could scarcely hear the words. "Tansy"
Tansy (Tansy), Edmure-Tully (Edmure), 76184, "could he have fathered a bastard on this woman Tansy? She could not believe it. Her brother Edmure"
Edmure-Tully (Edmure), Hoster-Tully (Lord-Hoster-Tully), 76315, "have surprised her to learn that Edmure had a dozen natural children. But not her father; not Lord-Hoster-Tully"
