Tyene-Sand,Tyene-Sand,Tyene,,,,,,,,,,,,,
Tyrion-Lannister,Tyrion-Lannister,Lord-Tyrion,Hugor-Hill,Tyrion,Hugor,Yollo,Imp,dwarf,No-Nose,Kings-Hand-Tyrion,,,,,
Tysha,Tysha,,,,,,,,,,,,,,
Tytos-Blackwood,Lord-of-Raventree,Tytos-Blackwood,Lord-Blackwood,Lord-Tytos,Tytos,,,,,,,,,,
Tywin-Lannister,Lord-of-Casterly-Rock,Lord-Tywin-Lannister,Tywin-Lannister,Lord-Lannister,Lord-Tywin,Tywin,Kings-Hand-Tywin,,,,,,,,
Unella,Septa-Unella,Unella,,,,,,,,,,,,,
Val,Lady-Val,Val,,,,,,,,,,,,,
Varamyr,Varamyr-Threeskins,Varamyr-Sixskins,Lord-Varamyr,Threeskins,Sixskins,Varamyr,Lump,Greyskin,,,,,,,
Varys,Varys-the-Spider,Lord-Varys,Spider,Varys,master-of-whisperers,eunuch,,,,,,,,,
Victarion-Greyjoy,Victarion-Greyjoy,Victarion,iron-captain,,,,,,,,,,,,
Viserys-Targaryen,Viserys-Targaryen,Prince-Viserys,Viserys,Beggar-King,,,,,,,,,,,
Waif,the-waif,The-waif,,,,,,,,,,,,,
Walda-Frey-(daughter-of-Merrett),Fat-Walda-Frey,Lady-Walda,Walda-Frey,Fat-Walda,Walda,,,,,,,,,,
Walder-Frey,Old-Walder-Frey,Lord-Walder,Walder-Frey,,,,,,,,,,,,
Walder-Frey-(son-of-Jammos),Big-Walder-Frey,Big-Walder,,,,,,,,,,,,,
Walder-Frey-(son-of-Merrett),Little-Walder-Frey,Little-Walder,,,,,,,,,,,,,
Walys-Flowers,Maester-Walys,Walys-Flowers,Walys,,,,,,,,,,,,
Weeper,Weeper,Weeping-Man,,,,,,,,,,,,,
Wendel-Manderly,Wendel-Manderly,Ser-Wendel,Wendel,,,,,,,,,,,,
Wex-Pyke,Wex-Pyke,Wex,,,,,,,,,,,,,
Wick-Whittlestick,Wick-Whittlestick,Whittlestick,Wick,,,,,,,,,,,,
Willam-Dustin,old-Lord-Dustin,Lord-Dustin,,,,,,,,,,,,,
Willam-Stark,Willam-Stark,Lord-Willam-of-Winterfell,Lord-Willam,,,,,,,,,,,,
Wun-Weg-Wun-Dar-Wun,Wun-Weg-Wun-Dar-Wun,Wun-Wun,,,,,,,,,,,,,
Wylis-Manderly,Ser-Wylis,Wylis,Wylis-Manderly,,,,,,,,,,,,
Wylla-Manderly,Wylla-Manderly,Lady-Wylla,Wylla,,,,,,,,,,,,
Wyman-Manderly,Lord-of-White-Harbor,Lord-Wyman-Manderly,Fat-Wyman-Manderly,Wyman-Manderly,Lord-Manderly,Lord-Wyman,Lord-Lard,Lord-Pig,Wyman,Lord-Lamprey,Lord-Too-Fat-to-Sit-a-Horse,,,,
Xaro-Xhoan-Daxos,Xaro-of-the-Thirteen,Xaro-Xhoan-Daxos,Xhoan-Daxos,Daxos,Xhoan,Xaro,,,,,,,,,
Yandry,Yandry,,,,,,,,,,,,,,
Yellow-Dick,Yellow-Dick,Yellow-Dick,,,,,,,,,,,,,
Yezzan-zo-Qaggaz,Lord-Yellowbelly,Yezzan-zo-Qaggaz,Yezzan,,,,,,,,,,,,
Ysilla,Ysilla,,,,,,,,,,,,,,
Yurkhaz-zo-Yunzak,Yurkhaz-zo-Yunzak,Yurkhaz,supreme-commander,,,,,,,,,,,,
