Book,Page,Chapter No,Chapter Name,POV,Character,Title,Forename,Surname,Old Surname,Alias,Regnal No,Gender,Status
A Storm of Swords,776,57,Daenerys V,Daenerys Targaryen,Scarb,,Scarb,,,,,M,
A Storm of Swords,794,58,Tyrion VII,Tyrion Lannister,Brella,,Brella,,,,,F,
A Storm of Swords,803,59,Sansa IV,Sansa Stark,Grand Maester Kaeth,Grand Maester,Kaeth,,,,,M,
A Storm of Swords,821,60,Tyrion VIII,Tyrion Lannister,Bessa; The Barmaid,,Bessa,,,The Barmaid,,F,
A Storm of Swords,828,60,Tyrion VIII,Tyrion Lannister,Lord Ralph Buckler,Lord,Ralph,Buckler,,,,M,
A Storm of Swords,837,61,Sansa V,Sansa Stark,Oswell Kettleblack,,Oswell,Kettleblack,,,,M,
A Storm of Swords,844,62,Jaime VII,Jaime Lannister,Ser Bertram Beesbury,Ser,Bertram,Beesbury,,,,M,
A Storm of Swords,852,62,Jaime VII,Jaime Lannister,Samwell Spicer,,Samwell,Spicer,,,,M,
A Storm of Swords,852,62,Jaime VII,Jaime Lannister,Dennis Plumm,,Dennis,Plumm,,,,M,
A Storm of Swords,852,62,Jaime VII,Jaime Lannister,Harwyn Plumm; Hardstone,,Harwyn,Plumm,,Hardstone,,M,
A Storm of Swords,852,62,Jaime VII,Jaime Lannister,Peter Plumm,,Peter,Plumm,,,,M,
A Storm of Swords,859,63,Davos VI,Davos Seaworth,Lewys; The Fishwife,,Lewys,,,The Fishwife,,M,
A Storm of Swords,859,63,Davos VI,Davos Seaworth,Ser Triston; Of Tally Hill,Ser,Triston,,,Of Tally Hill,,M,
A Storm of Swords,861,63,Davos VI,Davos Seaworth,Omer Blackberry,,Omer,Blackberry,,,,M,
A Storm of Swords,861,63,Davos VI,Davos Seaworth,Ser Rolland Storm; The Bastard of Nightsong,Ser,Rolland,Storm,,The Bastard of Nightsong,,M,
A Storm of Swords,869,64,Jon VIII,Jon Snow,Hareth; Horse,,Hareth,,,Horse,,M,
A Storm of Swords,869,64,Jon VIII,Jon Snow,Zei,,Zei,,,,,F,
A Storm of Swords,877,64,Jon VIII,Jon Snow,Arron,,Arron,,,,,M,
A Storm of Swords,877,64,Jon VIII,Jon Snow,Emrick,,Emrick,,,,,M,
A Storm of Swords,913,67,Jaime VIII,Jaime Lannister,The Demon of Darry,,?,,,The Demon of Darry,,?,
A Storm of Swords,913,67,Jaime VIII,Jaime Lannister,Ser Duncan; The Tall,Ser,Duncan,,,The Tall,,M,
A Storm of Swords,913,67,Jaime VIII,Jaime Lannister,Alyn Connington; Pale Griffin,,Alyn,Connington,,Pale Griffin,,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Prince Duncan Targaryen; The Prince of Dragonflies,Prince,Duncan,Targaryen,,The Prince of Dragonflies,,M,D
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Maelys I Blackfyre; Maelys the Monstrous,,Maelys,Blackfyre,,Maelys the Monstrous,I,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Lormelle; Long Lance,,Lormelle,,,Long Lance,,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Cedrik Storm; Bastard of Bronzegate,,Cedrik,Storm,,Bastard of Bronzegate,,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Ser Gwayne Gaunt,Ser,Gwayne,Gaunt,,,,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Lady Jeyne Swann,Lady,Jeyne,Swann,,,,F,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,The Smiling Knight,,?,,,The Smiling Knight,,M,
A Storm of Swords,914,67,Jaime VIII,Jaime Lannister,Blackshield/The Bastard of Uplands,,?,,,Blackshield/The Bastard of Uplands,,M,
A Storm of Swords,920,67,Jaime VIII,Jaime Lannister,Ser Robert Stone,Ser,Robert,Stone,,,,M,
A Storm of Swords,921,67,Jaime VIII,Jaime Lannister,Ser Elwood Harte,Ser,Elwood,Harte,,,,M,
A Storm of Swords,923,67,Jaime VIII,Jaime Lannister,Ser Jonothor Darry,Ser,Jonothor,Darry,,,,M,
A Storm of Swords,929,68,Sansa VI,Sansa Stark,Kella,,Kella,,,,,F,
A Storm of Swords,930,68,Sansa VI,Sansa Stark,Bryen,,Bryen,,,,,M,
A Storm of Swords,930,68,Sansa VI,Sansa Stark,Grisel,,Grisel,,,,,F,
A Storm of Swords,930,68,Sansa VI,Sansa Stark,Umfred,,Umfred,,,,,M,
A Storm of Swords,931,68,Sansa VI,Sansa Stark,Lord Lyonel Corbray,Lord,Lyonel,Corbray,,,,M,
A Storm of Swords,947,69,Jon IX,Jon Snow,Watt; Of Long Lake,,Watt,,,Of Long Lake,,M,
A Storm of Swords,947,69,Jon IX,Jon Snow,Tumberjon,,Tumberjon,,,,,M,
A Storm of Swords,950,69,Jon IX,Jon Snow,Tim; Tangletongue,,Tim,,,Tangletongue,,M,
A Storm of Swords,956,69,Jon IX,Jon Snow,Ser Glendon Hewett,Ser,Glendon,Hewett,,,,M,
A Storm of Swords,967,70,Tyrion X,Tyrion Lannister,Baelor Hightower; Breakwind,,Baelor,Hightower,,Breakwind,,M,
A Storm of Swords,982,71,Daenerys VI,Daenerys Targaryen,Ghael,,Ghael,,,,,M,
A Storm of Swords,982,71,Daenerys VI,Daenerys Targaryen,King Cleon; The Butcher King,King,Cleon,,,The Butcher King,,M,
A Storm of Swords,1006,72,Jaime IX,Jaime Lannister,Septa Donyse,Septa,Donyse,,,,,F,
A Storm of Swords,1016,73,Jon X,Jon Snow,Torwynd; The Tame,,Torwynd,,,The Tame,,M,
A Storm of Swords,1021,73,Jon X,Jon Snow,Quenn,,Quenn,,,,,M,
A Storm of Swords,1048,75,Samwell IV,Samwell Tarly,Hop-Robin,,Hop-Robin,,,,,M,
A Storm of Swords,1070,77,Tyrion XI,Tyrion Lannister,Lum,,Lum,,,,,M,
A Storm of Swords,1070,77,Tyrion XI,Tyrion Lannister,Lester; Red Lester,,Lester,,,Red Lester,,M,
A Storm of Swords,1084,78,Samwell V,Samwell Tarly,Maester Harmune,Maester,Harmune,,,,,M,
A Storm of Swords,1087,79,Jon XII,Jon Snow,Emmett; Iron Emmett,,Emmett,,,Iron Emmett,,M,
A Storm of Swords,1126,81,Epilogue,Merrett Frey,Ser Garse Goodbrook,Ser,Garse,Goodbrook,,,,M,D
A Storm of Swords,1133,82,Appendix,N/A,Jothos Slynt,,Jothos,Slynt,,,,M,
A Storm of Swords,1133,82,Appendix,N/A,Danos Slynt,,Danos,Slynt,,,,M,
A Storm of Swords,1133,82,Appendix,N/A,Alesander Staedmon; Pennylover,,Alesander,Staedmon,,Pennylover,,M,
A Storm of Swords,1137,82,Appendix,N/A,Togg Joth,,Togg,Joth,,,,M,
A Storm of Swords,1137,82,Appendix,N/A,Pyg,,Pyg,,,,,M,D
A Storm of Swords,1137,82,Appendix,N/A,Three Toes,,Three Toes,,,,,M,
A Storm of Swords,1137,82,Appendix,N/A,Jonelle Cerwyn,,Jonelle,Cerwyn,,,,F,
A Storm of Swords,1140,82,Appendix,N/A,Lord Monterys Velaryon,Lord,Monterys,Velaryon,,,,M,
A Storm of Swords,1142,82,Appendix,N/A,Maggo,,Maggo,,,,,M,
A Storm of Swords,1144,82,Appendix,N/A,Cadwyle,,Cadwyle,,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Triston Farwynd,Lord,Triston,Farwynd,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Maron Volmark,Lord,Maron,Volmark,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Myre,Lord,?,Myre,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Stonetree,Lord,?,Stonetree,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Kenning,Lord,?,Kenning,,,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Alyn Orkwood; Orkwood of Orkmont,Lord,Alyn,Orkwood,,Orkwood of Orkmont,,M,
A Storm of Swords,1145,82,Appendix,N/A,Lord Balon Tawney,Lord,Balon,Tawney,,,,M,
A Storm of Swords,1154,82,Appendix,N/A,Jeyne Frey (Darry); Wife of Ser Cleos,,Jeyne,Frey,Darry,Wife of Ser Cleos,,F,
A Storm of Swords,1154,82,Appendix,N/A,Ser Lyonel Frey,Ser,Lyonel,Frey,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Ser Damion Lannister,Ser,Damion,Lannister,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Lady Shiera Lannister (Crakehall),Lady,Shiera,Lannister,Crakehall,,,F,
A Storm of Swords,1159,82,Appendix,N/A,Ser Lucion Lannister,Ser,Lucion,Lannister,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Lanna Jast (Lannister),,Lanna,Jast,Lannister,,,F,
A Storm of Swords,1159,82,Appendix,N/A,Margot Peake (Lannister),,Margot,Peake,Lannister,,,F,
A Storm of Swords,1159,82,Appendix,N/A,Lord Titus Peake,Lord,Titus,Peake,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Ser Benedict Broom,Ser,Benedict,Broom,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Lord Damon Marbrand,Lord,Damon,Marbrand,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Ser Tybolt Crakehall,Ser,Tybolt,Crakehall,,,,M,
A Storm of Swords,1159,82,Appendix,N/A,Ser Lyle Crakehall; Strongboar,Ser,Lyle,Crakehall,,Strongboar,,M,
A Storm of Swords,1160,82,Appendix,N/A,Lord Philip Plumm,Lord,Philip,Plumm,,,,M,
A Storm of Swords,1160,82,Appendix,N/A,Ser Steffon Swyft,Ser,Steffon,Swyft,,,,M,
A Storm of Swords,1160,82,Appendix,N/A,Joanna Swyft,,Joanna,Swyft,,,,F,
A Storm of Swords,1160,82,Appendix,N/A,Shierle Sarsfield (Swyft),,Shierle,Sarsfield,Swyft,,,F,
A Storm of Swords,1160,82,Appendix,N/A,Lord Selmond Stackspear,Lord,Selmond,Stackspear,,,,M,
A Storm of Swords,1160,82,Appendix,N/A,Ser Steffon Stackspear,Ser,Steffon,Stackspear,,,,M,
A Storm of Swords,1160,82,Appendix,N/A,Lord Terrence Kenning,Lord,Terrence,Kenning,,,,M,
A Storm of Swords,1162,82,Appendix,N/A,Obara Sand,,Obara,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Nymeria Sand; Nym,,Nymeria,Sand,,Nym,,F,
A Storm of Swords,1162,82,Appendix,N/A,Tyene Sand,,Tyene,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Sarella Sand,,Sarella,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Elia Sand,,Elia,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Obella Sand,,Obella,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Dorea Sand,,Dorea,Sand,,,,F,
A Storm of Swords,1162,82,Appendix,N/A,Loreza Sand,,Loreza,Sand,,,,F,
A Storm of Swords,1163,82,Appendix,N/A,Perros Blackmont,,Perros,Blackmont,,,,M,
A Storm of Swords,1163,82,Appendix,N/A,Lady Delonne Allyrion,Lady,Delonne,Allyrion,,,,F,
A Storm of Swords,1163,82,Appendix,N/A,Lady Nymella Toland,Lady,Nymella,Toland,,,,F,
A Storm of Swords,1164,82,Appendix,N/A,Ser Ronald Vance; The Bad,Ser,Ronald,Vance,,The Bad,,M,
A Storm of Swords,1164,82,Appendix,N/A,Ser Hugo Vance,Ser,Hugo,Vance,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Ser Ellery Vance,Ser,Ellery,Vance,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Kirth Vance,,Kirth,Vance,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Ser Robert Paege,Ser,Robert,Paege,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Tristan Ryger,,Tristan,Ryger,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Lord Norbert Vance,Lord,Norbert,Vance,,,,M,
A Storm of Swords,1164,82,Appendix,N/A,Lord Theomar Smallwood,Lord,Theomar,Smallwood,,,,M,
A Storm of Swords,1166,82,Appendix,N/A,King Mern IX Gardener,King,Mern,Gardener,,,IX,M,
A Storm of Swords,1167,82,Appendix,N/A,Ser Luthor Tyrell; Son of Moryn,Ser,Luthor,Tyrell,,Son of Moryn,,M,
A Storm of Swords,1167,82,Appendix,N/A,Lady Elyn Tyrell (Norridge),Lady,Elyn,Tyrell,Norridge,,,F,
A Storm of Swords,1167,82,Appendix,N/A,Ser Theodore Tyrell,Ser,Theodore,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Lady Lia Tyrell (Serry),Lady,Lia,Tyrell,Serry,,,F,
A Storm of Swords,1167,82,Appendix,N/A,Luthor Tyrell; Son of Theodore,,Luthor,Tyrell,,Son of Theodore,,M,
A Storm of Swords,1167,82,Appendix,N/A,Maester Medwick (Tyrell),Maester,Medwick,,Tyrell,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Olene Blackbar (Tyrell),,Olene,Blackbar,Tyrell,,,F,
A Storm of Swords,1167,82,Appendix,N/A,Ser Leo Blackbar,Ser,Leo,Blackbar,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Leo Tyrell; Leo the Lazy; Son of Moryn,,Leo,Tyrell,,Leo the Lazy; Son of Moryn,,M,
A Storm of Swords,1167,82,Appendix,N/A,Ser Quentin Tyrell,Ser,Quentin,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Ser Olymer Tyrell,Ser,Olymer,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Lady Lysa Tyrell (Meadows),Lady,Lysa,Tyrell,Meadows,,,F,
A Storm of Swords,1167,82,Appendix,N/A,Raymund Tyrell,,Raymund,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Rickard Tyrell,,Rickard,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Maester Normund (Tyrell),Maester,Normund,,Tyrell,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Ser Victor Tyrell,Ser,Victor,Tyrell,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Victaria Bulwer,,Victaria,Bulwer,,,,F,
A Storm of Swords,1167,82,Appendix,N/A,Lord Jon Bulwer,Lord,Jon,Bulwer,,,,M,
A Storm of Swords,1167,82,Appendix,N/A,Ser Leo Tyrell; Son of Victor,Ser,Leo,Tyrell,,Son of Victor,,M,
A Storm of Swords,1167,82,Appendix,N/A,Lady Alys Beesbury,Lady,Alys,Beesbury,,,,F,
A Storm of Swords,1168,82,Appendix,N/A,Leona Tyrell,,Leona,Tyrell,,,,F,
A Storm of Swords,1168,82,Appendix,N/A,Lyonel Tyrell,,Lyonel,Tyrell,,,,M,
A Storm of Swords,1168,82,Appendix,N/A,Lucas Tyrell,,Lucas,Tyrell,,,,M,
A Storm of Swords,1168,82,Appendix,N/A,Lorent Tyrell,,Lorent,Tyrell,,,,M,
A Storm of Swords,1168,82,Appendix,N/A,Orton Merryweather,,Orton,Merryweather,,,,M,
A Storm of Swords,1171,82,Appendix,N/A,Eggen,,Eggen,,,,,M,
A Storm of Swords,1172,82,Appendix,N/A,Hal; Hairy Hal,,Hal,,,Hairy Hal,,M,D
A Storm of Swords,1172,82,Appendix,N/A,Jack Bulwer; Black Jack Bulwer,,Jack,Bulwer,,Black Jack Bulwer,,M,D
A Storm of Swords,1172,82,Appendix,N/A,Wallace Massey,,Wallace,Massey,,,,M,
A Storm of Swords,1174,82,Appendix,N/A,Dennett,,Dennett,,,,,M,
A Storm of Swords,1174,82,Appendix,N/A,Maester Roone,Maester,Roone,,,,,M,
A Storm of Swords,1174,82,Appendix,N/A,Dryn; Son of Tormund,,Dryn,,,Son of Tormund,,M,
A Feast for Crows,1,0,Prologue,Pate,Mollander,,Mollander,,,,,M,
A Feast for Crows,1,0,Prologue,Pate,Alleras; The Sphinx,,Alleras,,,The Sphinx,,M,
A Feast for Crows,1,0,Prologue,Pate,Roone,,Roone,,,,,M,
A Feast for Crows,1,0,Prologue,Pate,Rosey,,Rosey,,,,,F,
A Feast for Crows,1,0,Prologue,Pate,Pate; Novice of Oldtown,,Pate,,,Novice of Oldtown,,M,
A Feast for Crows,1,0,Prologue,Pate,Emma,,Emma,,,,,F,
A Feast for Crows,1,0,Prologue,Pate,Armen; The Acolyte,,Armen,,,The Acolyte,,M,
A Feast for Crows,2,0,Prologue,Pate,Archmaester Ebrose,Archmaester,Ebrose,,,,,M,
A Feast for Crows,3,0,Prologue,Pate,Archmaester Walgrave,Archmaester,Walgrave,,,,,M,
A Feast for Crows,4,0,Prologue,Pate,Archmaester Benedict,Archmaester,Benedict,,,,,M,
A Feast for Crows,6,0,Prologue,Pate,Archmaester Vaellyn,Archmaester,Vaellyn,,,,,M,
A Feast for Crows,7,0,Prologue,Pate,Archmaester Perestan,Archmaester,Perestan,,,,,M,
A Feast for Crows,8,0,Prologue,Pate,Mollos,,Mollos,,,,,M,
A Feast for Crows,9,0,Prologue,Pate,Archmaester Ryam,Archmaester,Ryam,,,,,M,
A Feast for Crows,18,1,The Prophet,Aeron Greyjoy,Emmond,,Emmond,,,,,M,
A Feast for Crows,18,1,The Prophet,Aeron Greyjoy,Steffarion Sparr,,Steffarion,Sparr,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Greydon Goodbrother,,Greydon,Goodbrother,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Gormond Goodbrother,,Gormond,Goodbrother,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Gran Goodbrother,,Gran,Goodbrother,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Norjen,,Norjen,,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Rus,,Rus,,,,,M,
A Feast for Crows,19,1,The Prophet,Aeron Greyjoy,Tarle; The Thrice-Drowned,,Tarle,,,The Thrice-Drowned,,M,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lord Quellon Greyjoy,Lord,Quellon,Greyjoy,,,,M,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Harlon Greyjoy,,Harlon,Greyjoy,,,,M,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lady Greyjoy (Stonetree),Lady,?,Greyjoy,Stonetree,,,F,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Donel Greyjoy,,Donel,Greyjoy,,,,M,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Urrigon Greyjoy,,Urrigon,Greyjoy,,,,M,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Lady Greyjoy (Sunderly),Lady,?,Greyjoy,Sunderly,,,F,
A Feast for Crows,22,1,The Prophet,Aeron Greyjoy,Robin Greyjoy,,Robin,Greyjoy,,,,M,
A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,Gysella Goodbrother,,Gysella,Goodbrother,,,,F,
A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,Gwin Goodbrother,,Gwin,Goodbrother,,,,F,
A Feast for Crows,24,1,The Prophet,Aeron Greyjoy,Maester Murenmure,Maester,Murenmure,,,,,M,
A Feast for Crows,26,1,The Prophet,Aeron Greyjoy,Lady Greyjoy (Piper),Lady,?,Greyjoy,Piper,,,F,
A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King Urras Ironfoot,King,Urras,Ironfoot,,,,M,
A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King Sylas Flatnose,King,Sylas,Flatnose,,,,M,
A Feast for Crows,31,1,The Prophet,Aeron Greyjoy,King Harrag Hoare,King,Harrag,Hoare,,,,M,
A Feast for Crows,39,2,The Captain of Guards,Areo Hotah,Olyvar Martell,,Olyvar,Martell,,,,M,
A Feast for Crows,43,2,The Captain of Guards,Areo Hotah,Jeyne Fowler,,Jeyne,Fowler,,,,F,
A Feast for Crows,43,2,The Captain of Guards,Areo Hotah,Jennelyn Fowler,,Jennelyn,Fowler,,,,F,
A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,Ricasso,,Ricasso,,,,,M,
A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,Ser Manfrey Martell,Ser,Manfrey,Martell,,,,M,
A Feast for Crows,46,2,The Captain of Guards,Areo Hotah,Maester Myles,Maester,Myles,,,,,M,
A Feast for Crows,51,3,Cersei I,Cersei Lannister,Senelle,,Senelle,,,,,F,D
A Feast for Crows,52,3,Cersei I,Cersei Lannister,Jocelyn Swyft,,Jocelyn,Swyft,,,,F,
A Feast for Crows,56,3,Cersei I,Cersei Lannister,Puckens,,Puckens,,,,,M,
A Feast for Crows,56,3,Cersei I,Cersei Lannister,Shortear,,Shortear,,,,,M,
A Feast for Crows,61,3,Cersei I,Cersei Lannister,Rugen,,Rugen,,,,,M,
A Feast for Crows,65,4,Brienne I,Brienne of Tarth,Ser Illifer; The Penniless,Ser,Illifer,,,The Penniless,,M,
A Feast for Crows,66,4,Brienne I,Brienne of Tarth,Ser Creighton Longbough,Ser,Creighton,Longbough,,,,M,
A Feast for Crows,67,4,Brienne I,Brienne of Tarth,Ser Herbert Bolling,Ser,Herbert,Bolling,,,,M,D
A Feast for Crows,68,4,Brienne I,Brienne of Tarth,Lord Lucas Lothston; The Pander,Lord,Lucas,Lothston,,The Pander,,M,
A Feast for Crows,68,4,Brienne I,Brienne of Tarth,Manfryd Lothston,,Manfryd,Lothston,,,,M,
A Feast for Crows,73,4,Brienne I,Brienne of Tarth,Ser Shadrich; Of the Shady Glen/The Mad Mouse,Ser,Shadrich,,,Of the Shady Glen/The Mad Mouse,,M,
A Feast for Crows,75,4,Brienne I,Brienne of Tarth,Hibald,,Hibald,,,,,M,
A Feast for Crows,76,4,Brienne I,Brienne of Tarth,Naggle,,Naggle,,,,,M,
A Feast for Crows,78,4,Brienne I,Brienne of Tarth,Ser Galladon; Of Morne,Ser,Galladon,,,Of Morne,,M,
A Feast for Crows,81,5,Samwell I,Samwell Tarly,Septon Jorquen,Septon,Jorquen,,,,,M,
A Feast for Crows,81,5,Samwell I,Samwell Tarly,Lord Commander Orbert Caswell,Lord Commander,Orbert,Caswell,,,,M,
A Feast for Crows,86,5,Samwell I,Samwell Tarly,Colloquo Votar,,Colloquo,Votar,,,,M,
A Feast for Crows,86,5,Samwell I,Samwell Tarly,Maester Thomax,Maester,Thomax,,,,,M,
A Feast for Crows,89,5,Samwell I,Samwell Tarly,Lord Commander Osric Stark,Lord Commander,Osric,Stark,,,,M,
A Feast for Crows,98,6,Arya I,Arya Stark,Denyo Terys,,Denyo,Terys,,,,M,
A Feast for Crows,103,6,Arya I,Arya Stark,Captain Ternesio Terys,Captain,Ternesio,Terys,,,,M,
A Feast for Crows,103,6,Arya I,Arya Stark,Yorko Terys,,Yorko,Terys,,,,M,
A Feast for Crows,109,6,Arya I,Arya Stark,The Waif,,?,,,The Waif,,F,A
A Feast for Crows,115,7,Cersei II,Cersei Lannister,Lord Rykker,Lord,?,Rykker,,,,M,
A Feast for Crows,116,7,Cersei II,Cersei Lannister,Ser Lambert Turnberry,Ser,Lambert,Turnberry,,,,M,
A Feast for Crows,116,7,Cersei II,Cersei Lannister,Ser Balman Byrch,Ser,Balman,Byrch,,,,M,D
A Feast for Crows,123,7,Cersei II,Cersei Lannister,King Garth XII Gardener,King,Garth,Gardener,,,XII,M,
A Feast for Crows,134,8,Jaime I,Jaime Lannister,Lord Quenton Hightower,Lord,Quenton,Hightower,,,,M,
A Feast for Crows,135,8,Jaime I,Jaime Lannister,Rennifer Longwaters,,Rennifer,Longwaters,,,,M,
A Feast for Crows,135,8,Jaime I,Jaime Lannister,Lord Alyn Velaryon; Oakenfist,Lord,Alyn,Velaryon,,Oakenfist,,M,
A Feast for Crows,148,9,Brienne II,Brienne of Tarth,Lady Danelle Lothston; Mad Danelle,Lady,Danelle,Lothston,,Mad Danelle,,F,
A Feast for Crows,149,9,Brienne II,Brienne of Tarth,Lord Denys Darklyn,Lord,Denys,Darklyn,,,,M,
A Feast for Crows,150,9,Brienne II,Brienne of Tarth,Ser Rufus Leek,Ser,Rufus,Leek,,,,M,
A Feast for Crows,150,9,Brienne II,Brienne of Tarth,Lady Serala; Of Myr,Lady,Serala,,,Of Myr,,F,
A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser Symon Hollard,Ser,Symon,Hollard,,,,M,
A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser Jon Hollard,Ser,Jon,Hollard,,,,M,
A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Robin Hollard,,Robin,Hollard,,,,M,
A Feast for Crows,151,9,Brienne II,Brienne of Tarth,Ser Steffon Hollard,Ser,Steffon,Hollard,,,,M,
A Feast for Crows,154,9,Brienne II,Brienne of Tarth,Septa Roelle,Septa,Roelle,,,,,F,
A Feast for Crows,155,9,Brienne II,Brienne of Tarth,Dick Crabb; Nimble Dick,,Dick,Crabb,,Nimble Dick,,M,D
A Feast for Crows,160,9,Brienne II,Brienne of Tarth,Humfrey Wagstaff,,Humfrey,Wagstaff,,,,M,
A Feast for Crows,168,10,Sansa I,Sansa Stark,Gretchel,,Gretchel,,,,,F,
A Feast for Crows,168,10,Sansa I,Sansa Stark,Maddy; Fat Maddy,,Maddy,,,Fat Maddy,,F,
A Feast for Crows,174,10,Sansa I,Sansa Stark,Symond Templeton; Knight of Ninestars,,Symond,Templeton,,Knight of Ninestars,,M,
A Feast for Crows,174,10,Sansa I,Sansa Stark,Lord Benedar Belmore,Lord,Benedar,Belmore,,,,M,
A Feast for Crows,174,10,Sansa I,Sansa Stark,Samwell Stone; Strong Sam Stone,,Samwell,Stone,,Strong Sam Stone,,M,
A Feast for Crows,175,10,Sansa I,Sansa Stark,Ronnel Arryn,,Ronnel,Arryn,,,,M,
A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Boremund Harlaw; The Blue,,Boremund,Harlaw,,The Blue,,M,
A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Hotho Harlaw; Hotho Humpback,,Hotho,Harlaw,,Hotho Humpback,,M,
A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Ser Harras Harlaw; The Knight,Ser,Harras,Harlaw,,The Knight,,M,
A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Sigfryd Harlaw; Silverhair,,Sigfryd,Harlaw,,Silverhair,,M,
A Feast for Crows,178,11,The Kraken's Daughter,Asha Greyjoy,Three-Tooth,,Three-Tooth,,,,,F,
A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,Lord Tristifer Botley,Lord,Tristifer,Botley,,,,M,
A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,Harren Botley,,Harren,Botley,,,,M,
A Feast for Crows,179,11,The Kraken's Daughter,Asha Greyjoy,Lady Gwynesse Greyjoy (Harlaw),Lady,Gwynesse,Greyjoy,Harlaw,,,F,
A Feast for Crows,181,11,The Kraken's Daughter,Asha Greyjoy,Lord Theomore Harlaw,Lord,Theomore,Harlaw,,,,M,
A Feast for Crows,182,11,The Kraken's Daughter,Asha Greyjoy,Lord Aenar Targaryen; Aenar the Exile,Lord,Aenar,Targaryen,,Aenar the Exile,,M,D
A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,Beron Blacktyde; Blind Beron,,Beron,Blacktyde,,Blind Beron,,M,
A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,The Old Grey Gull,,?,,,The Old Grey Gull,,M,
A Feast for Crows,184,11,The Kraken's Daughter,Asha Greyjoy,Haereg,,Haereg,,,,,M,
